narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P12_101_351,P12,P12_101,00:21:20.900,00:21:17.85,00:21:22.71,63892,64135,stir meat and onions in saucepan using spoon,stir,10,meat,28,"['meat', 'onion', 'saucepan', 'spoon']","[28, 16, 5, 1]"
P12_101_352,P12,P12_101,00:21:27.360,00:21:26.63,00:21:46.38,64331,65319,stir onions using spoon in frying pan,stir,10,onion,16,"['onion', 'spoon', 'pan:frying']","[16, 1, 5]"
P12_101_353,P12,P12_101,00:21:54.343,00:21:48.64,00:21:55.62,65432,65781,throw away empty containers into plastic bag,throw-into,13,container:empty,21,"['container:empty', 'bag:plastic']","[21, 19]"
P12_101_354,P12,P12_101,00:21:56.661,00:21:55.69,00:21:57.56,65784,65878,close plastic bag,close,4,bag:plastic,19,['bag:plastic'],[19]
P12_101_356,P12,P12_101,00:21:59.481,00:21:59.52,00:22:01.58,65976,66079,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P12_101_357,P12,P12_101,00:22:05.221,00:22:01.96,00:22:05.88,66098,66294,pick up cheese,pick-up,0,cheese,32,['cheese'],[32]
P12_101_358,P12,P12_101,00:22:09.301,00:22:05.95,00:22:14.69,66297,66734,open cheese bag,open,3,bag:cheese,19,['bag:cheese'],[19]
P12_101_359,P12,P12_101,00:22:15.583,00:22:15.23,00:22:16.32,66761,66816,take out cheese,take-out,12,cheese,32,['cheese'],[32]
P12_101_36,P12,P12_101,00:01:32.981,00:01:31.92,00:01:33.43,4596,4671,take out oil from cupboard,take-out,12,oil,31,"['oil', 'cupboard']","[31, 3]"
P12_101_360,P12,P12_101,00:22:18.881,00:22:16.58,00:22:23.14,66829,67157,throw away plastic,throw,13,plastic,26,['plastic'],[26]
P12_101_361,P12,P12_101,00:22:23.783,00:22:24.06,00:22:25.11,67203,67255,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P12_101_362,P12,P12_101,00:22:26.343,00:22:25.65,00:22:26.55,67282,67327,open drawer,open,3,drawer,8,['drawer'],[8]
P12_101_363,P12,P12_101,00:22:27.703,00:22:27.07,00:22:28.26,67353,67413,open drawer,open,3,drawer,8,['drawer'],[8]
P12_101_364,P12,P12_101,00:22:29.005,00:22:28.30,00:22:29.45,67415,67472,close drawers,close,4,drawer,8,['drawer'],[8]
P12_101_365,P12,P12_101,00:22:29.900,00:22:29.44,00:22:30.65,67472,67532,open drawer,open,3,drawer,8,['drawer'],[8]
P12_101_366,P12,P12_101,00:22:31.381,00:22:30.74,00:22:31.56,67537,67578,close drawer,close,4,drawer,8,['drawer'],[8]
P12_101_367,P12,P12_101,00:22:32.722,00:22:32.39,00:22:34.38,67619,67719,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P12_101_368,P12,P12_101,00:22:37.564,00:22:35.49,00:22:36.74,67774,67837,pick up grinder,pick-up,0,grinder,50,['grinder'],[50]
P12_101_369,P12,P12_101,00:22:39.020,00:22:38.31,00:22:39.63,67915,67981,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_37,P12,P12_101,00:01:34.101,00:01:33.50,00:01:34.70,4675,4735,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P12_101_370,P12,P12_101,00:22:39.168,00:22:38.91,00:22:40.79,67945,68039,wash grinder,wash,2,grinder,50,['grinder'],[50]
P12_101_371,P12,P12_101,00:22:41.920,00:22:41.09,00:22:42.65,68054,68132,put down grinder,put-down,1,grinder,50,['grinder'],[50]
P12_101_372,P12,P12_101,00:22:43.426,00:22:42.65,00:22:43.82,68132,68191,pick up water boiler,pick-up,0,boiler:water,44,['boiler:water'],[44]
P12_101_374,P12,P12_101,00:22:51.703,00:22:50.61,00:22:52.49,68530,68624,put down water cooker,put-down,1,cooker:water,44,['cooker:water'],[44]
P12_101_375,P12,P12_101,00:22:56.544,00:22:55.76,00:22:56.79,68788,68839,turn off water cooker,turn-off,8,cooker:water,44,['cooker:water'],[44]
P12_101_376,P12,P12_101,00:22:58.321,00:22:56.51,00:23:14.54,68825,69727,stir meat and onions using spoon in saucepan,stir,10,meat,28,"['meat', 'onion', 'spoon', 'saucepan']","[28, 16, 1, 5]"
P12_101_377,P12,P12_101,00:23:16.062,00:23:14.61,00:23:16.74,69730,69837,pick up frying pan with onions,pick-up,0,pan:frying,5,"['pan:frying', 'onion']","[5, 16]"
P12_101_378,P12,P12_101,00:23:18.582,00:23:16.84,00:23:23.86,69842,70193,pour onions into saucepan,pour-into,9,onion,16,"['onion', 'saucepan']","[16, 5]"
P12_101_379,P12,P12_101,00:23:26.921,00:23:23.73,00:23:49.23,70186,71461,stir onions and meat in saucepan using spoon,stir,10,onion,16,"['onion', 'meat', 'saucepan', 'spoon']","[16, 28, 5, 1]"
P12_101_38,P12,P12_101,00:01:35.102,00:01:34.64,00:01:36.69,4732,4834,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P12_101_380,P12,P12_101,00:23:52.083,00:23:49.10,00:24:12.40,71455,72620,grind cheese using grinder,grind,49,cheese,32,"['cheese', 'grinder']","[32, 50]"
P12_101_381,P12,P12_101,00:24:20.003,00:24:12.65,00:24:29.67,72632,73483,grind cheese using grinder,grind,49,cheese,32,"['cheese', 'grinder']","[32, 50]"
P12_101_382,P12,P12_101,00:24:53.061,00:24:52.33,00:24:53.35,74616,74667,eat cheese,eat,35,cheese,32,['cheese'],[32]
P12_101_383,P12,P12_101,00:25:01.221,00:25:00.49,00:25:01.63,75024,75081,eat cheese,eat,35,cheese,32,['cheese'],[32]
P12_101_384,P12,P12_101,00:25:02.700,00:25:02.32,00:25:03.12,75116,75156,eat cheese,eat,35,cheese,32,['cheese'],[32]
P12_101_385,P12,P12_101,00:25:08.983,00:25:05.97,00:25:14.68,75298,75734,pick out cheese from cheese grinder,pick-out,12,cheese,32,"['cheese', 'grinder:cheese']","[32, 96]"
P12_101_386,P12,P12_101,00:25:17.984,00:25:14.40,00:25:18.21,75720,75910,shake cheese grinder to get out cheese,shake,15,grinder:cheese,96,"['grinder:cheese', 'cheese']","[96, 32]"
P12_101_387,P12,P12_101,00:25:21.622,00:25:21.23,00:25:22.50,76061,76125,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_388,P12,P12_101,00:25:22.423,00:25:22.40,00:25:24.63,76120,76231,wash hands,wash,2,hand,11,['hand'],[11]
P12_101_389,P12,P12_101,00:25:24.780,00:25:24.76,00:25:25.63,76238,76281,close tap,turn-off,8,tap,0,['tap'],[0]
P12_101_39,P12,P12_101,00:01:36.330,00:01:35.27,00:01:36.60,4763,4830,put down oil onto countertop,put-down,1,oil,31,"['oil', 'countertop']","[31, 42]"
P12_101_390,P12,P12_101,00:25:27.204,00:25:26.83,00:25:28.03,76341,76401,open drawer,open,3,drawer,8,['drawer'],[8]
P12_101_391,P12,P12_101,00:25:30.741,00:25:30.45,00:25:31.70,76522,76585,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_392,P12,P12_101,00:25:31.090,00:25:31.12,00:25:31.96,76556,76598,wash spoon,wash,2,spoon,1,['spoon'],[1]
P12_101_393,P12,P12_101,00:25:32.041,00:25:32.05,00:25:32.72,76602,76636,close tap,turn-off,8,tap,0,['tap'],[0]
P12_101_394,P12,P12_101,00:25:36.981,00:25:33.37,00:25:36.98,76668,76849,pick up soup with spoon,pick-up,0,soup,126,"['soup', 'spoon']","[126, 1]"
P12_101_395,P12,P12_101,00:25:37.866,00:25:36.97,00:25:40.04,76848,77002,taste soup,taste,35,soup,126,['soup'],[126]
P12_101_396,P12,P12_101,00:25:42.040,00:25:39.31,00:25:42.20,76965,77110,put down spoon on cutting board,put-down,1,spoon,1,"['spoon', 'board:cutting']","[1, 18]"
P12_101_397,P12,P12_101,00:25:44.361,00:25:43.48,00:25:54.22,77174,77711,stir soup using spoon,stir,10,soup,126,"['soup', 'spoon']","[126, 1]"
P12_101_398,P12,P12_101,00:25:56.407,00:25:55.05,00:26:00.34,77752,78017,pour onions into soup,pour-into,9,onion,16,"['onion', 'soup']","[16, 126]"
P12_101_399,P12,P12_101,00:26:07.781,00:26:05.53,00:26:12.74,78276,78637,scrape up remaining onions from frying pan into saucepan with soup,scrape-up,25,onion:remaining,16,"['onion:remaining', 'pan:frying', 'saucepan', 'soup']","[16, 5, 5, 126]"
P12_101_4,P12,P12_101,00:00:10.785,00:00:09.61,00:00:11.98,480,599,move cutting board,move,11,board:cutting,18,['board:cutting'],[18]
P12_101_40,P12,P12_101,00:01:39.221,00:01:36.64,00:01:39.48,4832,4973,take out salt from cupboard,take-out,12,salt,38,"['salt', 'cupboard']","[38, 3]"
P12_101_400,P12,P12_101,00:26:15.421,00:26:14.77,00:26:15.67,78738,78783,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_401,P12,P12_101,00:26:16.102,00:26:15.91,00:26:21.19,78795,79059,wash frying pan,wash,2,pan:frying,5,['pan:frying'],[5]
P12_101_402,P12,P12_101,00:26:25.560,00:26:24.95,00:26:26.26,79247,79313,close tap,turn-off,8,tap,0,['tap'],[0]
P12_101_403,P12,P12_101,00:26:27.383,00:26:26.26,00:26:28.28,79313,79414,return frying pan onto stove,return,1,pan:frying,5,"['pan:frying', 'stove']","[5, 24]"
P12_101_404,P12,P12_101,00:26:29.602,00:26:28.29,00:26:37.74,79414,79887,stir soup in saucepan using spoon,stir-in,10,soup,126,"['soup', 'saucepan', 'spoon']","[126, 5, 1]"
P12_101_405,P12,P12_101,00:26:38.742,00:26:38.12,00:26:39.26,79906,79963,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_406,P12,P12_101,00:26:39.222,00:26:39.34,00:26:40.13,79967,80006,wash hands,wash,2,hand,11,['hand'],[11]
P12_101_407,P12,P12_101,00:26:41.804,00:26:41.30,00:26:42.49,80065,80124,pick up cheese with hand,pick-up,0,cheese,32,"['cheese', 'hand']","[32, 11]"
P12_101_408,P12,P12_101,00:26:44.200,00:26:42.70,00:26:46.73,80135,80336,pour grated cheese into saucepan with soup,pour-into,9,cheese:grated,32,"['cheese:grated', 'saucepan', 'soup']","[32, 5, 126]"
P12_101_409,P12,P12_101,00:26:48.545,00:26:46.83,00:26:49.21,80341,80460,pick up grated cheese with hands,pick-up,0,cheese:grated,32,"['cheese:grated', 'hand']","[32, 11]"
P12_101_41,P12,P12_101,00:01:39.862,00:01:39.46,00:01:40.80,4973,5040,put down salt onto countertop,put-down,1,salt,38,"['salt', 'countertop']","[38, 42]"
P12_101_410,P12,P12_101,00:26:49.743,00:26:49.08,00:26:53.03,80454,80651,pour grated cheese into saucepan with soup,pour-into,9,cheese:grated,32,"['cheese:grated', 'saucepan', 'soup']","[32, 5, 126]"
P12_101_411,P12,P12_101,00:26:55.142,00:26:53.55,00:26:56.20,80677,80810,pick up grated cheese from cutting board using hands,pick-up,0,cheese:grated,32,"['cheese:grated', 'board:cutting', 'hand']","[32, 18, 11]"
P12_101_412,P12,P12_101,00:26:56.642,00:26:55.24,00:26:57.08,80762,80854,pour down cheese into saucepan with soup,pour-down,9,cheese,32,"['cheese', 'saucepan', 'soup']","[32, 5, 126]"
P12_101_413,P12,P12_101,00:26:57.921,00:26:57.67,00:26:58.35,80883,80917,eat cheese,eat,35,cheese,32,['cheese'],[32]
P12_101_414,P12,P12_101,00:27:02.201,00:26:58.71,00:27:03.40,80935,81170,scrape up cheese using hands,scrape-up,25,cheese,32,"['cheese', 'hand']","[32, 11]"
P12_101_416,P12,P12_101,00:27:10.380,00:27:10.02,00:27:10.54,81501,81527,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_417,P12,P12_101,00:27:11.162,00:27:10.74,00:27:12.53,81537,81626,wash hands,wash,2,hand,11,['hand'],[11]
P12_101_418,P12,P12_101,00:27:16.263,00:27:15.26,00:27:16.84,81763,81842,pick up cream cheese,pick-up,0,cheese:cream,32,['cheese:cream'],[32]
P12_101_419,P12,P12_101,00:27:17.283,00:27:17.44,00:27:17.95,81872,81897,put down cream cheese onto countertop,put-down,1,cheese:cream,32,"['cheese:cream', 'countertop']","[32, 42]"
P12_101_42,P12,P12_101,00:01:46.322,00:01:45.06,00:01:46.02,5253,5301,take out tea from cupboard,take-out,12,tea,132,"['tea', 'cupboard']","[132, 3]"
P12_101_420,P12,P12_101,00:27:18.883,00:27:18.19,00:27:19.63,81909,81981,pick up mozzarella,pick-up,0,mozzarella,32,['mozzarella'],[32]
P12_101_421,P12,P12_101,00:27:21.868,00:27:21.89,00:27:26.87,82094,82343,open mozzarella bag,open,3,bag:mozzarella,19,['bag:mozzarella'],[19]
P12_101_422,P12,P12_101,00:27:23.561,00:27:21.26,00:27:24.10,82063,82205,open mozzarella bag using knife,open,3,bag:mozzarella,19,"['bag:mozzarella', 'knife']","[19, 4]"
P12_101_423,P12,P12_101,00:27:26.161,00:27:25.60,00:27:26.63,82280,82331,take out mozzarella from mozzarella bag,take-out,12,mozzarella,32,"['mozzarella', 'bag:mozzarella']","[32, 19]"
P12_101_424,P12,P12_101,00:27:27.442,00:27:26.51,00:27:28.49,82325,82424,put mozzarella and knife onto cutting board,put-onto,1,mozzarella,32,"['mozzarella', 'knife', 'board:cutting']","[32, 4, 18]"
P12_101_425,P12,P12_101,00:27:29.281,00:27:28.84,00:27:29.96,82442,82498,pick up mozzarella bag,pick-up,0,bag:mozzarella,19,['bag:mozzarella'],[19]
P12_101_426,P12,P12_101,00:27:30.808,00:27:29.52,00:27:31.65,82476,82582,pick up knife,pick-up,0,knife,4,['knife'],[4]
P12_101_427,P12,P12_101,00:27:33.283,00:27:31.71,00:27:35.49,82585,82774,open mozzarella bag with knife,open-with,3,bag:mozzarella,19,"['bag:mozzarella', 'knife']","[19, 4]"
P12_101_428,P12,P12_101,00:27:36.524,00:27:35.28,00:27:36.84,82764,82842,take out mozzarella from mozzarella bag,take-out,12,mozzarella,32,"['mozzarella', 'bag:mozzarella']","[32, 19]"
P12_101_429,P12,P12_101,00:27:38.541,00:27:36.83,00:27:39.06,82841,82953,put down mozzarella onto cutting board,put-down,1,mozzarella,32,"['mozzarella', 'board:cutting']","[32, 18]"
P12_101_43,P12,P12_101,00:01:46.922,00:01:46.05,00:01:47.52,5302,5376,put down tea on countertop,put-down,1,tea,132,"['tea', 'countertop']","[132, 42]"
P12_101_430,P12,P12_101,00:27:39.060,00:27:38.75,00:27:40.34,82937,83017,pick up mozzarella from cutting board,pick-up,0,mozzarella,32,"['mozzarella', 'board:cutting']","[32, 18]"
P12_101_431,P12,P12_101,00:27:39.767,00:27:40.23,00:27:48.93,83011,83446,cut mozzarella with knife on cutting board,cut-with,7,mozzarella,32,"['mozzarella', 'knife', 'board:cutting']","[32, 4, 18]"
P12_101_432,P12,P12_101,00:27:41.260,00:27:40.84,00:27:41.59,83042,83079,throw away plastic bag from cutting board,throw-from,13,bag:plastic,19,"['bag:plastic', 'board:cutting']","[19, 18]"
P12_101_433,P12,P12_101,00:27:42.803,00:27:42.19,00:27:50.42,83109,83521,cut mozzarella with knife on cutting board,cut-with,7,mozzarella,32,"['mozzarella', 'knife', 'board:cutting']","[32, 4, 18]"
P12_101_434,P12,P12_101,00:27:51.483,00:27:50.52,00:27:52.15,83526,83607,eat mozzarella,eat,35,mozzarella,32,['mozzarella'],[32]
P12_101_435,P12,P12_101,00:27:54.881,00:27:52.25,00:28:03.85,83612,84192,cut mozzarella with knife on cutting board,cut-with,7,mozzarella,32,"['mozzarella', 'knife', 'board:cutting']","[32, 4, 18]"
P12_101_436,P12,P12_101,00:28:04.726,00:28:04.45,00:28:05.15,84222,84257,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_437,P12,P12_101,00:28:05.260,00:28:05.24,00:28:06.28,84262,84314,wash hands,wash,2,hand,11,['hand'],[11]
P12_101_438,P12,P12_101,00:28:09.403,00:28:08.59,00:28:09.61,84429,84480,pick up cream cheese,pick-up,0,cheese:cream,32,['cheese:cream'],[32]
P12_101_439,P12,P12_101,00:28:10.601,00:28:10.05,00:28:15.30,84502,84765,open cream cheese packaging,open,3,packaging:cream:cheese,26,['packaging:cream:cheese'],[26]
P12_101_44,P12,P12_101,00:01:49.240,00:01:47.41,00:01:50.59,5370,5529,take out tea from cupboard,take-out,12,tea,132,"['tea', 'cupboard']","[132, 3]"
P12_101_440,P12,P12_101,00:28:17.723,00:28:17.64,00:28:18.14,84882,84907,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_441,P12,P12_101,00:28:18.220,00:28:18.24,00:28:18.99,84912,84949,wash spoon,wash,2,spoon,1,['spoon'],[1]
P12_101_442,P12,P12_101,00:28:21.161,00:28:21.21,00:28:23.46,85060,85173,scoop out cream cheese from box into saucepan with soup,scoop-out,16,cheese:cream,32,"['cheese:cream', 'box', 'saucepan', 'soup']","[32, 23, 5, 126]"
P12_101_443,P12,P12_101,00:28:37.782,00:28:37.06,00:28:39.00,85853,85950,pick up cream cheese container,pick-up,0,container:cream:cheese,21,['container:cream:cheese'],[21]
P12_101_444,P12,P12_101,00:28:39.223,00:28:38.96,00:28:43.42,85948,86171,open cream cheese container,open,3,container:cream:cheese,21,['container:cream:cheese'],[21]
P12_101_445,P12,P12_101,00:28:45.543,00:28:45.17,00:28:45.70,86258,86285,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P12_101_446,P12,P12_101,00:28:46.162,00:28:45.80,00:28:53.79,86290,86689,scoop out cream cheese from cream cheese container into saucepan with soup,scoop-out,16,container:cream:cheese,21,"['container:cream:cheese', 'saucepan', 'soup']","[21, 5, 126]"
P12_101_447,P12,P12_101,00:28:54.562,00:28:53.89,00:28:55.01,86694,86750,throw away cream cheese container,throw,13,container:cream:cheese,21,['container:cream:cheese'],[21]
P12_101_448,P12,P12_101,00:28:57.063,00:28:54.80,00:28:59.34,86740,86967,stir soup using spoon,stir,10,soup,126,"['soup', 'spoon']","[126, 1]"
P12_101_449,P12,P12_101,00:28:59.862,00:28:59.34,00:29:00.26,86967,87013,put down spoon onto cutting board,put-down,1,spoon,1,"['spoon', 'board:cutting']","[1, 18]"
P12_101_45,P12,P12_101,00:01:50.823,00:01:49.70,00:01:51.32,5485,5566,put down tea on countertop,put-down,1,tea,132,"['tea', 'countertop']","[132, 42]"
P12_101_450,P12,P12_101,00:29:00.642,00:29:00.19,00:30:03.00,87009,90150,stir soup using spoon,stir,10,soup,126,"['soup', 'spoon']","[126, 1]"
P12_101_451,P12,P12_101,00:30:04.322,00:30:03.71,00:30:04.51,90185,90225,pick up mozzarella from cutting board,pick-up,0,mozzarella,32,"['mozzarella', 'board:cutting']","[32, 18]"
P12_101_452,P12,P12_101,00:30:06.203,00:30:04.66,00:30:09.92,90233,90496,put down mozzarella slices into soup in saucepan,put-down,1,slice:mozzarella,32,"['slice:mozzarella', 'soup', 'saucepan']","[32, 126, 5]"
P12_101_453,P12,P12_101,00:30:10.082,00:30:09.58,00:30:10.87,90479,90543,eat mozzarella,eat,35,mozzarella,32,['mozzarella'],[32]
P12_101_454,P12,P12_101,00:30:12.421,00:30:11.16,00:30:11.73,90558,90586,put down mozzarella slices into soup in saucepan,put-down,1,slice:mozzarella,32,"['slice:mozzarella', 'soup', 'saucepan']","[32, 126, 5]"
P12_101_455,P12,P12_101,00:30:16.502,00:30:12.20,00:30:25.40,90610,91270,stir sauce soup with spoon,stir-with,10,soup:sauce,126,"['soup:sauce', 'spoon']","[126, 1]"
P12_101_456,P12,P12_101,00:30:27.128,00:30:26.38,00:30:27.66,91319,91383,wash hands,wash,2,hand,11,['hand'],[11]
P12_101_457,P12,P12_101,00:30:28.141,00:30:27.74,00:30:28.26,91387,91413,close tap,turn-off,8,tap,0,['tap'],[0]
P12_101_458,P12,P12_101,00:30:28.880,00:30:28.29,00:30:29.82,91414,91491,pick up spoon from cutting board,pick-up,0,spoon,1,"['spoon', 'board:cutting']","[1, 18]"
P12_101_459,P12,P12_101,00:30:29.782,00:30:28.88,00:30:29.64,91444,91482,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P12_101_46,P12,P12_101,00:02:06.081,00:01:52.21,00:02:14.59,5610,6729,take out spices from cupboard,take-out,12,spice,85,"['spice', 'cupboard']","[85, 3]"
P12_101_460,P12,P12_101,00:30:31.561,00:30:30.99,00:30:37.27,91549,91863,wash spoon,wash,2,spoon,1,['spoon'],[1]
P12_101_461,P12,P12_101,00:30:37.365,00:30:37.37,00:30:38.52,91868,91926,close tap,turn-off,8,tap,0,['tap'],[0]
P12_101_462,P12,P12_101,00:30:42.500,00:30:42.11,00:30:44.96,92105,92248,taste soup using spoon,taste,35,soup,126,"['soup', 'spoon']","[126, 1]"
P12_101_463,P12,P12_101,00:30:50.540,00:30:49.90,00:31:06.81,92495,93340,stir soup using spoon,stir,10,soup,126,"['soup', 'spoon']","[126, 1]"
P12_101_464,P12,P12_101,00:31:08.121,00:31:07.52,00:31:08.16,93376,93408,pick up spice container,pick-up,0,container:spice,21,['container:spice'],[21]
P12_101_465,P12,P12_101,00:31:08.922,00:31:08.40,00:31:09.07,93420,93453,open spice container,open,3,container:spice,21,['container:spice'],[21]
P12_101_466,P12,P12_101,00:31:10.122,00:31:10.06,00:31:15.03,93503,93751,pour out spice into saucepan with soup,pour-out,9,spice,85,"['spice', 'saucepan', 'soup']","[85, 5, 126]"
P12_101_467,P12,P12_101,00:31:20.183,00:31:18.69,00:31:30.13,93934,94506,stir soup using spoon,stir,10,soup,126,"['soup', 'spoon']","[126, 1]"
P12_101_468,P12,P12_101,00:31:30.980,00:31:30.53,00:31:31.45,94526,94572,pick up salt container,pick-up,0,container:salt,21,['container:salt'],[21]
P12_101_469,P12,P12_101,00:31:32.180,00:31:31.27,00:31:32.47,94563,94623,open salt container,open,3,container:salt,21,['container:salt'],[21]
P12_101_47,P12,P12_101,00:02:14.483,00:02:14.35,00:02:15.41,6717,6770,take out spice from cupboard,take-out,12,spice,85,"['spice', 'cupboard']","[85, 3]"
P12_101_470,P12,P12_101,00:31:33.922,00:31:32.78,00:31:35.60,94639,94780,pour out salt from salt container into saucepan with soup,pour-out,9,salt,38,"['salt', 'container:salt', 'saucepan', 'soup']","[38, 21, 5, 126]"
P12_101_471,P12,P12_101,00:31:36.855,00:31:36.70,00:31:37.19,94835,94859,put down salt container,put-down,1,container:salt,21,['container:salt'],[21]
P12_101_472,P12,P12_101,00:31:38.100,00:31:36.82,00:32:01.87,94841,96093,stir soup using spoon,stir,10,soup,126,"['soup', 'spoon']","[126, 1]"
P12_101_473,P12,P12_101,00:31:39.146,00:32:01.42,00:32:07.81,96071,96390,stir soup using spoon,stir,10,soup,126,"['soup', 'spoon']","[126, 1]"
P12_101_474,P12,P12_101,00:32:08.460,00:32:08.09,00:32:09.14,96404,96457,pick up spoon from cutting board,pick-up,0,spoon,1,"['spoon', 'board:cutting']","[1, 18]"
P12_101_475,P12,P12_101,00:32:09.441,00:32:09.09,00:32:10.20,96454,96510,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_476,P12,P12_101,00:32:10.220,00:32:10.38,00:32:11.63,96519,96581,wash spoon,wash,2,spoon,1,['spoon'],[1]
P12_101_477,P12,P12_101,00:32:13.543,00:32:14.76,00:32:17.33,96738,96866,taste soup using spoon,taste,35,soup,126,"['soup', 'spoon']","[126, 1]"
P12_101_478,P12,P12_101,00:32:38.841,00:32:16.65,00:32:21.34,96832,97067,put down spoon onto cutting board,put-down,1,spoon,1,"['spoon', 'board:cutting']","[1, 18]"
P12_101_479,P12,P12_101,00:32:39.067,00:32:39.30,00:32:40.26,97965,98013,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_48,P12,P12_101,00:02:17.723,00:02:15.61,00:02:18.09,6780,6904,put in tea into cupboard,put-in,5,tea,132,"['tea', 'cupboard']","[132, 3]"
P12_101_480,P12,P12_101,00:32:40.225,00:32:40.29,00:32:41.56,98014,98078,wash hands,wash,2,hand,11,['hand'],[11]
P12_101_481,P12,P12_101,00:32:41.001,00:32:41.61,00:32:43.04,98080,98152,close tap,turn-off,8,tap,0,['tap'],[0]
P12_101_482,P12,P12_101,00:32:44.541,00:32:43.58,00:32:44.30,98179,98215,pick up saucepan lid,pick-up,0,lid:saucepan,6,['lid:saucepan'],[6]
P12_101_483,P12,P12_101,00:32:44.895,00:32:44.99,00:32:45.90,98249,98295,put saucepan lid onto saucepan,put-onto,1,lid:saucepan,6,"['lid:saucepan', 'saucepan']","[6, 5]"
P12_101_484,P12,P12_101,00:32:47.122,00:32:46.64,00:32:52.59,98332,98629,adjust heat on stove,adjust-on,17,heat,65,"['heat', 'stove']","[65, 24]"
P12_101_485,P12,P12_101,00:32:56.886,00:32:56.67,00:32:57.39,98833,98869,pick up frying pan from stove,pick-up,0,pan:frying,5,"['pan:frying', 'stove']","[5, 24]"
P12_101_486,P12,P12_101,00:32:58.041,00:32:57.76,00:32:58.29,98888,98914,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_487,P12,P12_101,00:32:59.221,00:32:58.19,00:33:03.52,98909,99176,wash frying pan,wash,2,pan:frying,5,['pan:frying'],[5]
P12_101_488,P12,P12_101,00:33:03.902,00:33:03.99,00:33:04.24,99199,99212,close tap,turn-off,8,tap,0,['tap'],[0]
P12_101_489,P12,P12_101,00:33:06.281,00:33:04.50,00:33:09.85,99225,99492,scrape off remaining bits from frying pan,scrape-off,25,pan:frying,5,['pan:frying'],[5]
P12_101_49,P12,P12_101,00:02:19.321,00:02:18.94,00:02:19.94,6947,6997,pick up tea from countertop,pick-up,0,tea,132,"['tea', 'countertop']","[132, 42]"
P12_101_490,P12,P12_101,00:33:10.604,00:33:10.30,00:33:11.53,99515,99576,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_491,P12,P12_101,00:33:12.981,00:33:12.79,00:33:13.79,99639,99689,close tap,turn-off,8,tap,0,['tap'],[0]
P12_101_492,P12,P12_101,00:33:15.146,00:33:15.02,00:33:16.07,99751,99803,put back frying pan onto stove,put-back,1,pan:frying,5,"['pan:frying', 'stove']","[5, 24]"
P12_101_493,P12,P12_101,00:33:21.162,00:33:20.29,00:33:21.08,100014,100054,pick up paper roll,pick-up,0,roll:paper,93,['roll:paper'],[93]
P12_101_494,P12,P12_101,00:33:22.465,00:33:21.64,00:33:22.59,100082,100129,take paper from paper roll,take-from,0,paper,49,"['paper', 'roll:paper']","[49, 93]"
P12_101_495,P12,P12_101,00:33:27.884,00:33:25.48,00:33:29.76,100274,100488,clean up using paper,clean-up,2,paper,49,['paper'],[49]
P12_101_496,P12,P12_101,00:33:32.342,00:33:30.12,00:33:42.15,100506,101107,clean up floor using paper,clean-up,2,floor,159,"['floor', 'paper']","[159, 49]"
P12_101_497,P12,P12_101,00:33:45.804,00:33:44.84,00:33:46.91,101242,101345,take paper from paper roll,take-from,0,paper,49,"['paper', 'roll:paper']","[49, 93]"
P12_101_498,P12,P12_101,00:33:48.940,00:33:48.33,00:33:49.28,101416,101464,open tap,turn-on,6,tap,0,['tap'],[0]
P12_101_5,P12,P12_101,00:00:12.801,00:00:12.05,00:00:12.71,602,635,pick up trash,pick-up,0,trash,54,['trash'],[54]
P12_101_50,P12,P12_101,00:02:20.161,00:02:19.31,00:02:21.52,6965,7076,put in tea into cupboard,put-in,5,tea,132,"['tea', 'cupboard']","[132, 3]"
P12_101_500,P12,P12_101,00:33:49.816,00:33:50.23,00:33:50.98,101511,101549,close tap,turn-off,8,tap,0,['tap'],[0]
P12_101_501,P12,P12_101,00:33:51.382,00:33:51.08,00:33:57.10,101554,101855,clean surfaces using paper,clean,2,surface,42,"['surface', 'paper']","[42, 49]"
P12_101_51,P12,P12_101,00:02:22.121,00:02:21.63,00:02:22.45,7081,7122,pick up tea,pick-up,0,tea,132,['tea'],[132]
